dataset,missing_rate,method,rmse,mae,n_points,imputed_csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.1,LOCF,143558913.7228426,113180609.94545455,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr10_LOCF_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,SVD_KNN,89102850.29885265,70017711.15686022,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,SVD_KNN_Hankel,89968381.01565146,69351067.44716537,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,Kalman,155305466.2961499,105558665.04899152,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,ARIMA,90092228.54379137,74061540.35438062,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,HoltWinters,91754603.50130291,74545186.36454831,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,Linear,111597553.47582652,86327409.94223227,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,KNN_Sklearn,84524398.21122378,69069905.45112917,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,Spline,158516496.99992856,116033053.15234818,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,Mean,84524398.21122378,69069905.45112917,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.2,LOCF,129306009.60941981,97465894.760181,221,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,SVD_KNN,87441364.06286362,67233647.1064373,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,SVD_KNN_Hankel,88988317.65519881,67368148.9573016,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,Kalman,163338405.55345553,117457616.82150531,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_Kalman_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,ARIMA,93557793.27756014,75364863.06333289,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_ARIMA_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,HoltWinters,93547632.85333088,74529127.0852515,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_HoltWinters_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,Linear,109163900.33098611,85288989.42235649,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_Linear_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,KNN_Sklearn,84480505.55496769,68332163.38694568,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,Spline,146123306.6384399,109382210.47707044,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_Spline_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,Mean,84480505.55496769,68332163.38694568,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_Mean_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.3,LOCF,126093063.39014015,94545728.64652568,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr30_LOCF_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,SVD_KNN,85756131.91945389,65614189.77865664,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,SVD_KNN_Hankel,85232154.82985857,63865980.09777374,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,Kalman,173568059.26891875,122793522.80937758,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_Kalman_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,ARIMA,95397816.22770558,75035699.65001464,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_ARIMA_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,HoltWinters,106625097.25765869,82532673.91925523,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_HoltWinters_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,Linear,106499839.19037014,82949455.69312169,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_Linear_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,KNN_Sklearn,82956538.50710769,66961123.44512609,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,Spline,146916288.1816173,111419461.25630966,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_Spline_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,Mean,82956538.50710769,66961123.44512609,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_Mean_imputed.csv
esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023,0.4,LOCF,121685561.6164955,90580015.40136054,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-lis-pt.geant.org to perfsonar.restena.lu 10-24-2023_mr40_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,SVD_KNN,28047005.20189811,17505588.26850723,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,SVD_KNN_Hankel,26350781.341988772,15540769.199621996,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,Kalman,147017947.0989055,38824132.47448952,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,ARIMA,35901712.91620556,19375835.739568815,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,HoltWinters,23744474.241523657,14779577.84076841,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,Linear,29499784.344627604,19040776.84640523,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,KNN_Sklearn,25751250.28105417,15174055.822116623,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,Spline,33852855.29141356,23023170.574671153,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,Mean,25751250.28105417,15174055.822116623,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.1,LOCF,32270423.452839296,20924708.87254902,102,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr10_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,SVD_KNN,24056833.83701159,17200487.56321178,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,SVD_KNN_Hankel,23909458.22935154,16389824.23105765,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,Kalman,107128900.14360332,31761932.64121861,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,ARIMA,28552634.361865096,17465929.65197285,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,HoltWinters,21625456.420783658,15162914.670953583,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,Linear,25972540.919283886,18257236.683006536,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,KNN_Sklearn,22257837.069519486,15057107.70040227,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,Spline,32428904.618737325,23390573.06278055,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,Mean,22257837.069519486,15057107.70040227,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.2,LOCF,29089956.692996114,20559677.666666668,204,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,SVD_KNN,22757053.24387994,16457779.984999688,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,SVD_KNN_Hankel,21193717.951068133,15428242.171390783,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,Kalman,122969354.15733866,42051240.2556984,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,ARIMA,29940301.67285807,18118199.564886004,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,HoltWinters,21299109.03412659,15136433.107569357,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,Linear,24400642.445014615,17639912.61081967,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,KNN_Sklearn,21439585.332546305,15247574.410305105,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,Spline,30805317.497719623,23414950.850230735,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,Mean,21439585.332546305,15247574.410305105,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.3,LOCF,26801780.31052562,19306360.773770493,305,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr30_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,SVD_KNN,41053567.517745376,18828410.737300724,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,SVD_KNN_Hankel,39378679.15322848,17501290.964799076,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,Kalman,117904497.67760073,39178725.44935696,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,ARIMA,61183898.7393872,22264522.31828339,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,HoltWinters,39583505.17948522,17045892.545289863,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,Linear,40713127.01883851,19312434.80909091,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,KNN_Sklearn,39225917.250226766,16808670.66365204,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,Spline,44941837.42372665,24780574.798396304,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,Mean,39225917.250226766,16808670.66365204,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023,0.4,LOCF,41290722.41501684,21253318.86453202,407,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_mr40_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,SVD_KNN,53439841.018202156,38982245.594441496,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,SVD_KNN_Hankel,50418451.992182165,35765501.26206491,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,Kalman,77327560.23250708,58986300.73804182,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,ARIMA,51377582.603296146,39820577.511717364,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,HoltWinters,51110233.71073283,39482319.88108115,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,Linear,73567582.04196328,57783906.41056911,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,KNN_Sklearn,49172184.88996414,36959085.77454489,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,Spline,113914829.30778363,81724263.55202076,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,Mean,49172184.88996414,36959085.77454489,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.1,LOCF,82616174.69028455,61379809.406504065,123,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,SVD_KNN,56084141.26308641,40497206.83413643,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,SVD_KNN_Hankel,55422810.17652247,38920070.484766446,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,Kalman,89442231.89306009,67821636.93359026,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_Kalman_imputed.csv
